manual_label,current_path,image_name,parse_ok,camera,video_datetime,video_start,frame_number,fps,frame_timestamp,year,month,day,hour,minute
animal,active_review_batch_001/animal/10.0.11.2_202307051146.mp4_frame_00623.jpg,10.0.11.2_202307051146.mp4_frame_00623.jpg,True,10.0.11.2,202307051146,2023-07-05 11:46:00,623,26,2023-07-05 11:46:23.961538,2023,7,5,11,46
animal,active_review_batch_001/animal/10.0.11.2_202307160848.mp4_frame_01086.jpg,10.0.11.2_202307160848.mp4_frame_01086.jpg,True,10.0.11.2,202307160848,2023-07-16 08:48:00,1086,26,2023-07-16 08:48:41.769231,2023,7,16,8,48
animal,active_review_batch_001/animal/10.0.11.2_202307220946.mp4_frame_00078.jpg,10.0.11.2_202307220946.mp4_frame_00078.jpg,True,10.0.11.2,202307220946,2023-07-22 09:46:00,78,26,2023-07-22 09:46:03,2023,7,22,9,46
animal,active_review_batch_001/animal/10.0.11.2_202307240746.mp4_frame_00003.jpg,10.0.11.2_202307240746.mp4_frame_00003.jpg,True,10.0.11.2,202307240746,2023-07-24 07:46:00,3,26,2023-07-24 07:46:00.115385,2023,7,24,7,46
animal,active_review_batch_001/animal/10.0.11.2_202307302246.mp4_frame_01152.jpg,10.0.11.2_202307302246.mp4_frame_01152.jpg,True,10.0.11.2,202307302246,2023-07-30 22:46:00,1152,26,2023-07-30 22:46:44.307692,2023,7,30,22,46
animal,active_review_batch_001/animal/10.0.11.2_202308012246.mp4_frame_01221.jpg,10.0.11.2_202308012246.mp4_frame_01221.jpg,True,10.0.11.2,202308012246,2023-08-01 22:46:00,1221,26,2023-08-01 22:46:46.961538,2023,8,1,22,46
animal,active_review_batch_001/animal/10.0.11.2_202308030646.mp4_frame_01731.jpg,10.0.11.2_202308030646.mp4_frame_01731.jpg,True,10.0.11.2,202308030646,2023-08-03 06:46:00,1731,26,2023-08-03 06:47:06.576923,2023,8,3,6,46
animal,active_review_batch_001/animal/10.0.11.2_202308181646.mp4_frame_00709.jpg,10.0.11.2_202308181646.mp4_frame_00709.jpg,True,10.0.11.2,202308181646,2023-08-18 16:46:00,709,26,2023-08-18 16:46:27.269231,2023,8,18,16,46
animal,active_review_batch_001/animal/10.0.11.2_202309031846.mp4_frame_00985.jpg,10.0.11.2_202309031846.mp4_frame_00985.jpg,True,10.0.11.2,202309031846,2023-09-03 18:46:00,985,26,2023-09-03 18:46:37.884615,2023,9,3,18,46
animal,active_review_batch_001/animal/10.0.11.2_202309240848.mp4_frame_00111.jpg,10.0.11.2_202309240848.mp4_frame_00111.jpg,True,10.0.11.2,202309240848,2023-09-24 08:48:00,111,26,2023-09-24 08:48:04.269231,2023,9,24,8,48
animal,active_review_batch_001/animal/10.0.11.2_202310241046.mp4_frame_00717.jpg,10.0.11.2_202310241046.mp4_frame_00717.jpg,True,10.0.11.2,202310241046,2023-10-24 10:46:00,717,26,2023-10-24 10:46:27.576923,2023,10,24,10,46
animal,active_review_batch_001/animal/10.0.11.2_202310250146.mp4_frame_01045.jpg,10.0.11.2_202310250146.mp4_frame_01045.jpg,True,10.0.11.2,202310250146,2023-10-25 01:46:00,1045,26,2023-10-25 01:46:40.192308,2023,10,25,1,46
animal,active_review_batch_001/animal/10.0.11.2_202310310246.mp4_frame_00149.jpg,10.0.11.2_202310310246.mp4_frame_00149.jpg,True,10.0.11.2,202310310246,2023-10-31 02:46:00,149,26,2023-10-31 02:46:05.730769,2023,10,31,2,46
animal,active_review_batch_001/animal/10.0.11.2_202311010448.mp4_frame_01163.jpg,10.0.11.2_202311010448.mp4_frame_01163.jpg,True,10.0.11.2,202311010448,2023-11-01 04:48:00,1163,26,2023-11-01 04:48:44.730769,2023,11,1,4,48
animal,active_review_batch_001/animal/10.0.12.2_202307101948.mp4_frame_01182.jpg,10.0.12.2_202307101948.mp4_frame_01182.jpg,True,10.0.12.2,202307101948,2023-07-10 19:48:00,1182,26,2023-07-10 19:48:45.461538,2023,7,10,19,48
animal,active_review_batch_001/animal/10.0.12.2_202307141048.mp4_frame_01497.jpg,10.0.12.2_202307141048.mp4_frame_01497.jpg,True,10.0.12.2,202307141048,2023-07-14 10:48:00,1497,26,2023-07-14 10:48:57.576923,2023,7,14,10,48
