review_time,action,manual_label,source_path,destination_path,image_name,parse_ok,camera,video_datetime,video_start,frame_number,fps,frame_timestamp,year,month,day,hour,minute
2026-06-25 18:19:14.460044,classify,discard,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202306222329.mp4_frame_00000.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/discard/10.0.11.2_202306222329.mp4_frame_00000.jpg,10.0.11.2_202306222329.mp4_frame_00000.jpg,True,10.0.11.2,202306222329,2023-06-22 23:29:00,0,26,2023-06-22 23:29:00,2023,6,22,23,29
2026-06-25 18:19:27.250144,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307010246.mp4_frame_00189.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307010246.mp4_frame_00189.jpg,10.0.11.2_202307010246.mp4_frame_00189.jpg,True,10.0.11.2,202307010246,2023-07-01 02:46:00,189,26,2023-07-01 02:46:07.269231,2023,7,1,2,46
2026-06-25 18:19:29.818006,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307010248.mp4_frame_00774.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307010248.mp4_frame_00774.jpg,10.0.11.2_202307010248.mp4_frame_00774.jpg,True,10.0.11.2,202307010248,2023-07-01 02:48:00,774,26,2023-07-01 02:48:29.769231,2023,7,1,2,48
2026-06-25 18:19:32.176567,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307010646.mp4_frame_00081.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307010646.mp4_frame_00081.jpg,10.0.11.2_202307010646.mp4_frame_00081.jpg,True,10.0.11.2,202307010646,2023-07-01 06:46:00,81,26,2023-07-01 06:46:03.115385,2023,7,1,6,46
2026-06-25 18:19:36.702818,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307010746.mp4_frame_01332.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307010746.mp4_frame_01332.jpg,10.0.11.2_202307010746.mp4_frame_01332.jpg,True,10.0.11.2,202307010746,2023-07-01 07:46:00,1332,26,2023-07-01 07:46:51.230769,2023,7,1,7,46
2026-06-25 18:19:38.992353,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307010846.mp4_frame_00743.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307010846.mp4_frame_00743.jpg,10.0.11.2_202307010846.mp4_frame_00743.jpg,True,10.0.11.2,202307010846,2023-07-01 08:46:00,743,26,2023-07-01 08:46:28.576923,2023,7,1,8,46
2026-06-25 18:19:41.725358,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307010946.mp4_frame_00011.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307010946.mp4_frame_00011.jpg,10.0.11.2_202307010946.mp4_frame_00011.jpg,True,10.0.11.2,202307010946,2023-07-01 09:46:00,11,26,2023-07-01 09:46:00.423077,2023,7,1,9,46
2026-06-25 18:19:42.818082,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307011048.mp4_frame_00004.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307011048.mp4_frame_00004.jpg,10.0.11.2_202307011048.mp4_frame_00004.jpg,True,10.0.11.2,202307011048,2023-07-01 10:48:00,4,26,2023-07-01 10:48:00.153846,2023,7,1,10,48
2026-06-25 18:19:44.917961,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307011346.mp4_frame_00143.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307011346.mp4_frame_00143.jpg,10.0.11.2_202307011346.mp4_frame_00143.jpg,True,10.0.11.2,202307011346,2023-07-01 13:46:00,143,26,2023-07-01 13:46:05.500000,2023,7,1,13,46
2026-06-25 18:19:47.756774,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/unreviewed/10.0.11.2_202307011546.mp4_frame_00972.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_002/particulate/10.0.11.2_202307011546.mp4_frame_00972.jpg,10.0.11.2_202307011546.mp4_frame_00972.jpg,True,10.0.11.2,202307011546,2023-07-01 15:46:00,972,26,2023-07-01 15:46:37.384615,2023,7,1,15,46
