manual_label,current_path,image_name,parse_ok,camera,video_datetime,video_start,frame_number,fps,frame_timestamp,year,month,day,hour,minute
animal,active_review_batch_002/animal/10.0.11.2_202307031146.mp4_frame_00791.jpg,10.0.11.2_202307031146.mp4_frame_00791.jpg,True,10.0.11.2,202307031146,2023-07-03 11:46:00,791,26,2023-07-03 11:46:30.423077,2023,7,3,11,46
animal,active_review_batch_002/animal/10.0.11.2_202307101446.mp4_frame_00377.jpg,10.0.11.2_202307101446.mp4_frame_00377.jpg,True,10.0.11.2,202307101446,2023-07-10 14:46:00,377,26,2023-07-10 14:46:14.500000,2023,7,10,14,46
animal,active_review_batch_002/animal/10.0.11.2_202307121346.mp4_frame_00812.jpg,10.0.11.2_202307121346.mp4_frame_00812.jpg,True,10.0.11.2,202307121346,2023-07-12 13:46:00,812,26,2023-07-12 13:46:31.230769,2023,7,12,13,46
animal,active_review_batch_002/animal/10.0.11.2_202307170146.mp4_frame_00540.jpg,10.0.11.2_202307170146.mp4_frame_00540.jpg,True,10.0.11.2,202307170146,2023-07-17 01:46:00,540,26,2023-07-17 01:46:20.769231,2023,7,17,1,46
animal,active_review_batch_002/animal/10.0.11.2_202307171446.mp4_frame_00181.jpg,10.0.11.2_202307171446.mp4_frame_00181.jpg,True,10.0.11.2,202307171446,2023-07-17 14:46:00,181,26,2023-07-17 14:46:06.961538,2023,7,17,14,46
animal,active_review_batch_002/animal/10.0.11.2_202307180346.mp4_frame_00365.jpg,10.0.11.2_202307180346.mp4_frame_00365.jpg,True,10.0.11.2,202307180346,2023-07-18 03:46:00,365,26,2023-07-18 03:46:14.038462,2023,7,18,3,46
animal,active_review_batch_002/animal/10.0.11.2_202307191046.mp4_frame_00427.jpg,10.0.11.2_202307191046.mp4_frame_00427.jpg,True,10.0.11.2,202307191046,2023-07-19 10:46:00,427,26,2023-07-19 10:46:16.423077,2023,7,19,10,46
animal,active_review_batch_002/animal/10.0.11.2_202307200948.mp4_frame_00128.jpg,10.0.11.2_202307200948.mp4_frame_00128.jpg,True,10.0.11.2,202307200948,2023-07-20 09:48:00,128,26,2023-07-20 09:48:04.923077,2023,7,20,9,48
animal,active_review_batch_002/animal/10.0.11.2_202307201346.mp4_frame_00044.jpg,10.0.11.2_202307201346.mp4_frame_00044.jpg,True,10.0.11.2,202307201346,2023-07-20 13:46:00,44,26,2023-07-20 13:46:01.692308,2023,7,20,13,46
animal,active_review_batch_002/animal/10.0.11.2_202307201948.mp4_frame_00003.jpg,10.0.11.2_202307201948.mp4_frame_00003.jpg,True,10.0.11.2,202307201948,2023-07-20 19:48:00,3,26,2023-07-20 19:48:00.115385,2023,7,20,19,48
animal,active_review_batch_002/animal/10.0.11.2_202307221646.mp4_frame_00243.jpg,10.0.11.2_202307221646.mp4_frame_00243.jpg,True,10.0.11.2,202307221646,2023-07-22 16:46:00,243,26,2023-07-22 16:46:09.346154,2023,7,22,16,46
animal,active_review_batch_002/animal/10.0.11.2_202307310346.mp4_frame_00557.jpg,10.0.11.2_202307310346.mp4_frame_00557.jpg,True,10.0.11.2,202307310346,2023-07-31 03:46:00,557,26,2023-07-31 03:46:21.423077,2023,7,31,3,46
animal,active_review_batch_002/animal/10.0.11.2_202307311548.mp4_frame_00735.jpg,10.0.11.2_202307311548.mp4_frame_00735.jpg,True,10.0.11.2,202307311548,2023-07-31 15:48:00,735,26,2023-07-31 15:48:28.269231,2023,7,31,15,48
animal,active_review_batch_002/animal/10.0.11.2_202308010646.mp4_frame_00269.jpg,10.0.11.2_202308010646.mp4_frame_00269.jpg,True,10.0.11.2,202308010646,2023-08-01 06:46:00,269,26,2023-08-01 06:46:10.346154,2023,8,1,6,46
animal,active_review_batch_002/animal/10.0.11.2_202308021248.mp4_frame_00752.jpg,10.0.11.2_202308021248.mp4_frame_00752.jpg,True,10.0.11.2,202308021248,2023-08-02 12:48:00,752,26,2023-08-02 12:48:28.923077,2023,8,2,12,48
animal,active_review_batch_002/animal/10.0.11.2_202308032046.mp4_frame_01434.jpg,10.0.11.2_202308032046.mp4_frame_01434.jpg,True,10.0.11.2,202308032046,2023-08-03 20:46:00,1434,26,2023-08-03 20:46:55.153846,2023,8,3,20,46
animal,active_review_batch_002/animal/10.0.11.2_202308051346.mp4_frame_00003.jpg,10.0.11.2_202308051346.mp4_frame_00003.jpg,True,10.0.11.2,202308051346,2023-08-05 13:46:00,3,26,2023-08-05 13:46:00.115385,2023,8,5,13,46
animal,active_review_batch_002/animal/10.0.11.2_202308051646.mp4_frame_00008.jpg,10.0.11.2_202308051646.mp4_frame_00008.jpg,True,10.0.11.2,202308051646,2023-08-05 16:46:00,8,26,2023-08-05 16:46:00.307692,2023,8,5,16,46
animal,active_review_batch_002/animal/10.0.11.2_202308061546.mp4_frame_00582.jpg,10.0.11.2_202308061546.mp4_frame_00582.jpg,True,10.0.11.2,202308061546,2023-08-06 15:46:00,582,26,2023-08-06 15:46:22.384615,2023,8,6,15,46
animal,active_review_batch_002/animal/10.0.11.2_202308071446.mp4_frame_00042.jpg,10.0.11.2_202308071446.mp4_frame_00042.jpg,True,10.0.11.2,202308071446,2023-08-07 14:46:00,42,26,2023-08-07 14:46:01.615385,2023,8,7,14,46
animal,active_review_batch_002/animal/10.0.11.2_202308071646.mp4_frame_00058.jpg,10.0.11.2_202308071646.mp4_frame_00058.jpg,True,10.0.11.2,202308071646,2023-08-07 16:46:00,58,26,2023-08-07 16:46:02.230769,2023,8,7,16,46
animal,active_review_batch_002/animal/10.0.11.2_202308072048.mp4_frame_00264.jpg,10.0.11.2_202308072048.mp4_frame_00264.jpg,True,10.0.11.2,202308072048,2023-08-07 20:48:00,264,26,2023-08-07 20:48:10.153846,2023,8,7,20,48
animal,active_review_batch_002/animal/10.0.11.2_202308081248.mp4_frame_00045.jpg,10.0.11.2_202308081248.mp4_frame_00045.jpg,True,10.0.11.2,202308081248,2023-08-08 12:48:00,45,26,2023-08-08 12:48:01.730769,2023,8,8,12,48
animal,active_review_batch_002/animal/10.0.11.2_202308111946.mp4_frame_00967.jpg,10.0.11.2_202308111946.mp4_frame_00967.jpg,True,10.0.11.2,202308111946,2023-08-11 19:46:00,967,26,2023-08-11 19:46:37.192308,2023,8,11,19,46
animal,active_review_batch_002/animal/10.0.11.2_202308140946.mp4_frame_00420.jpg,10.0.11.2_202308140946.mp4_frame_00420.jpg,True,10.0.11.2,202308140946,2023-08-14 09:46:00,420,26,2023-08-14 09:46:16.153846,2023,8,14,9,46
animal,active_review_batch_002/animal/10.0.11.2_202308150546.mp4_frame_00120.jpg,10.0.11.2_202308150546.mp4_frame_00120.jpg,True,10.0.11.2,202308150546,2023-08-15 05:46:00,120,26,2023-08-15 05:46:04.615385,2023,8,15,5,46
animal,active_review_batch_002/animal/10.0.11.2_202308160646.mp4_frame_00227.jpg,10.0.11.2_202308160646.mp4_frame_00227.jpg,True,10.0.11.2,202308160646,2023-08-16 06:46:00,227,26,2023-08-16 06:46:08.730769,2023,8,16,6,46
animal,active_review_batch_002/animal/10.0.11.2_202308171746.mp4_frame_00091.jpg,10.0.11.2_202308171746.mp4_frame_00091.jpg,True,10.0.11.2,202308171746,2023-08-17 17:46:00,91,26,2023-08-17 17:46:03.500000,2023,8,17,17,46
animal,active_review_batch_002/animal/10.0.11.2_202308182346.mp4_frame_01055.jpg,10.0.11.2_202308182346.mp4_frame_01055.jpg,True,10.0.11.2,202308182346,2023-08-18 23:46:00,1055,26,2023-08-18 23:46:40.576923,2023,8,18,23,46
animal,active_review_batch_002/animal/10.0.11.2_202308200746.mp4_frame_00753.jpg,10.0.11.2_202308200746.mp4_frame_00753.jpg,True,10.0.11.2,202308200746,2023-08-20 07:46:00,753,26,2023-08-20 07:46:28.961538,2023,8,20,7,46
animal,active_review_batch_002/animal/10.0.11.2_202308210746.mp4_frame_00265.jpg,10.0.11.2_202308210746.mp4_frame_00265.jpg,True,10.0.11.2,202308210746,2023-08-21 07:46:00,265,26,2023-08-21 07:46:10.192308,2023,8,21,7,46
animal,active_review_batch_002/animal/10.0.11.2_202308211246.mp4_frame_00015.jpg,10.0.11.2_202308211246.mp4_frame_00015.jpg,True,10.0.11.2,202308211246,2023-08-21 12:46:00,15,26,2023-08-21 12:46:00.576923,2023,8,21,12,46
animal,active_review_batch_002/animal/10.0.11.2_202308211646.mp4_frame_01266.jpg,10.0.11.2_202308211646.mp4_frame_01266.jpg,True,10.0.11.2,202308211646,2023-08-21 16:46:00,1266,26,2023-08-21 16:46:48.692308,2023,8,21,16,46
animal,active_review_batch_002/animal/10.0.11.2_202308220446.mp4_frame_01239.jpg,10.0.11.2_202308220446.mp4_frame_01239.jpg,True,10.0.11.2,202308220446,2023-08-22 04:46:00,1239,26,2023-08-22 04:46:47.653846,2023,8,22,4,46
animal,active_review_batch_002/animal/10.0.11.2_202308221346.mp4_frame_00003.jpg,10.0.11.2_202308221346.mp4_frame_00003.jpg,True,10.0.11.2,202308221346,2023-08-22 13:46:00,3,26,2023-08-22 13:46:00.115385,2023,8,22,13,46
animal,active_review_batch_002/animal/10.0.11.2_202308240346.mp4_frame_00384.jpg,10.0.11.2_202308240346.mp4_frame_00384.jpg,True,10.0.11.2,202308240346,2023-08-24 03:46:00,384,26,2023-08-24 03:46:14.769231,2023,8,24,3,46
animal,active_review_batch_002/animal/10.0.11.2_202308251746.mp4_frame_00212.jpg,10.0.11.2_202308251746.mp4_frame_00212.jpg,True,10.0.11.2,202308251746,2023-08-25 17:46:00,212,26,2023-08-25 17:46:08.153846,2023,8,25,17,46
animal,active_review_batch_002/animal/10.0.11.2_202308261146.mp4_frame_00555.jpg,10.0.11.2_202308261146.mp4_frame_00555.jpg,True,10.0.11.2,202308261146,2023-08-26 11:46:00,555,26,2023-08-26 11:46:21.346154,2023,8,26,11,46
animal,active_review_batch_002/animal/10.0.11.2_202308271046.mp4_frame_00337.jpg,10.0.11.2_202308271046.mp4_frame_00337.jpg,True,10.0.11.2,202308271046,2023-08-27 10:46:00,337,26,2023-08-27 10:46:12.961538,2023,8,27,10,46
animal,active_review_batch_002/animal/10.0.11.2_202308292146.mp4_frame_01625.jpg,10.0.11.2_202308292146.mp4_frame_01625.jpg,True,10.0.11.2,202308292146,2023-08-29 21:46:00,1625,26,2023-08-29 21:47:02.500000,2023,8,29,21,46
animal,active_review_batch_002/animal/10.0.11.2_202309030548.mp4_frame_00647.jpg,10.0.11.2_202309030548.mp4_frame_00647.jpg,True,10.0.11.2,202309030548,2023-09-03 05:48:00,647,26,2023-09-03 05:48:24.884615,2023,9,3,5,48
animal,active_review_batch_002/animal/10.0.11.2_202309051348.mp4_frame_00976.jpg,10.0.11.2_202309051348.mp4_frame_00976.jpg,True,10.0.11.2,202309051348,2023-09-05 13:48:00,976,26,2023-09-05 13:48:37.538462,2023,9,5,13,48
animal,active_review_batch_002/animal/10.0.11.2_202309051646.mp4_frame_00566.jpg,10.0.11.2_202309051646.mp4_frame_00566.jpg,True,10.0.11.2,202309051646,2023-09-05 16:46:00,566,26,2023-09-05 16:46:21.769231,2023,9,5,16,46
animal,active_review_batch_002/animal/10.0.11.2_202309051846.mp4_frame_00052.jpg,10.0.11.2_202309051846.mp4_frame_00052.jpg,True,10.0.11.2,202309051846,2023-09-05 18:46:00,52,26,2023-09-05 18:46:02,2023,9,5,18,46
animal,active_review_batch_002/animal/10.0.11.2_202309080346.mp4_frame_01071.jpg,10.0.11.2_202309080346.mp4_frame_01071.jpg,True,10.0.11.2,202309080346,2023-09-08 03:46:00,1071,26,2023-09-08 03:46:41.192308,2023,9,8,3,46
animal,active_review_batch_002/animal/10.0.11.2_202309090846.mp4_frame_00000.jpg,10.0.11.2_202309090846.mp4_frame_00000.jpg,True,10.0.11.2,202309090846,2023-09-09 08:46:00,0,26,2023-09-09 08:46:00,2023,9,9,8,46
animal,active_review_batch_002/animal/10.0.11.2_202309101946.mp4_frame_00443.jpg,10.0.11.2_202309101946.mp4_frame_00443.jpg,True,10.0.11.2,202309101946,2023-09-10 19:46:00,443,26,2023-09-10 19:46:17.038462,2023,9,10,19,46
animal,active_review_batch_002/animal/10.0.11.2_202309130748.mp4_frame_00054.jpg,10.0.11.2_202309130748.mp4_frame_00054.jpg,True,10.0.11.2,202309130748,2023-09-13 07:48:00,54,26,2023-09-13 07:48:02.076923,2023,9,13,7,48
animal,active_review_batch_002/animal/10.0.11.2_202309251046.mp4_frame_00251.jpg,10.0.11.2_202309251046.mp4_frame_00251.jpg,True,10.0.11.2,202309251046,2023-09-25 10:46:00,251,26,2023-09-25 10:46:09.653846,2023,9,25,10,46
animal,active_review_batch_002/animal/10.0.11.2_202309271046.mp4_frame_00594.jpg,10.0.11.2_202309271046.mp4_frame_00594.jpg,True,10.0.11.2,202309271046,2023-09-27 10:46:00,594,26,2023-09-27 10:46:22.846154,2023,9,27,10,46
animal,active_review_batch_002/animal/10.0.11.2_202309272146.mp4_frame_00562.jpg,10.0.11.2_202309272146.mp4_frame_00562.jpg,True,10.0.11.2,202309272146,2023-09-27 21:46:00,562,26,2023-09-27 21:46:21.615385,2023,9,27,21,46
animal,active_review_batch_002/animal/10.0.11.2_202309280746.mp4_frame_00043.jpg,10.0.11.2_202309280746.mp4_frame_00043.jpg,True,10.0.11.2,202309280746,2023-09-28 07:46:00,43,26,2023-09-28 07:46:01.653846,2023,9,28,7,46
animal,active_review_batch_002/animal/10.0.11.2_202309290246.mp4_frame_00878.jpg,10.0.11.2_202309290246.mp4_frame_00878.jpg,True,10.0.11.2,202309290246,2023-09-29 02:46:00,878,26,2023-09-29 02:46:33.769231,2023,9,29,2,46
animal,active_review_batch_002/animal/10.0.11.2_202309290946.mp4_frame_00282.jpg,10.0.11.2_202309290946.mp4_frame_00282.jpg,True,10.0.11.2,202309290946,2023-09-29 09:46:00,282,26,2023-09-29 09:46:10.846154,2023,9,29,9,46
animal,active_review_batch_002/animal/10.0.11.2_202309290948.mp4_frame_00032.jpg,10.0.11.2_202309290948.mp4_frame_00032.jpg,True,10.0.11.2,202309290948,2023-09-29 09:48:00,32,26,2023-09-29 09:48:01.230769,2023,9,29,9,48
animal,active_review_batch_002/animal/10.0.11.2_202310061246.mp4_frame_00004.jpg,10.0.11.2_202310061246.mp4_frame_00004.jpg,True,10.0.11.2,202310061246,2023-10-06 12:46:00,4,26,2023-10-06 12:46:00.153846,2023,10,6,12,46
animal,active_review_batch_002/animal/10.0.11.2_202310071346.mp4_frame_00338.jpg,10.0.11.2_202310071346.mp4_frame_00338.jpg,True,10.0.11.2,202310071346,2023-10-07 13:46:00,338,26,2023-10-07 13:46:13,2023,10,7,13,46
animal,active_review_batch_002/animal/10.0.11.2_202310140749.mp4_frame_01725.jpg,10.0.11.2_202310140749.mp4_frame_01725.jpg,True,10.0.11.2,202310140749,2023-10-14 07:49:00,1725,26,2023-10-14 07:50:06.346154,2023,10,14,7,49
animal,active_review_batch_002/animal/10.0.11.2_202310181146.mp4_frame_00391.jpg,10.0.11.2_202310181146.mp4_frame_00391.jpg,True,10.0.11.2,202310181146,2023-10-18 11:46:00,391,26,2023-10-18 11:46:15.038462,2023,10,18,11,46
animal,active_review_batch_002/animal/10.0.11.2_202310191046.mp4_frame_00190.jpg,10.0.11.2_202310191046.mp4_frame_00190.jpg,True,10.0.11.2,202310191046,2023-10-19 10:46:00,190,26,2023-10-19 10:46:07.307692,2023,10,19,10,46
animal,active_review_batch_002/animal/10.0.11.2_202310211046.mp4_frame_00834.jpg,10.0.11.2_202310211046.mp4_frame_00834.jpg,True,10.0.11.2,202310211046,2023-10-21 10:46:00,834,26,2023-10-21 10:46:32.076923,2023,10,21,10,46
animal,active_review_batch_002/animal/10.0.11.2_202310221848.mp4_frame_00982.jpg,10.0.11.2_202310221848.mp4_frame_00982.jpg,True,10.0.11.2,202310221848,2023-10-22 18:48:00,982,26,2023-10-22 18:48:37.769231,2023,10,22,18,48
animal,active_review_batch_002/animal/10.0.11.2_202310230646.mp4_frame_00328.jpg,10.0.11.2_202310230646.mp4_frame_00328.jpg,True,10.0.11.2,202310230646,2023-10-23 06:46:00,328,26,2023-10-23 06:46:12.615385,2023,10,23,6,46
animal,active_review_batch_002/animal/10.0.11.2_202310230846.mp4_frame_00133.jpg,10.0.11.2_202310230846.mp4_frame_00133.jpg,True,10.0.11.2,202310230846,2023-10-23 08:46:00,133,26,2023-10-23 08:46:05.115385,2023,10,23,8,46
