review_time,action,manual_label,source_path,destination_path,image_name,parse_ok,camera,video_datetime,video_start,frame_number,fps,frame_timestamp,year,month,day,hour,minute
2026-06-29 16:10:14.043714,classify,discard,active_review_batch_003/unreviewed/10.0.11.2_202306222131.mp4_frame_00000.jpg,active_review_batch_003/discard/10.0.11.2_202306222131.mp4_frame_00000.jpg,10.0.11.2_202306222131.mp4_frame_00000.jpg,True,10.0.11.2,202306222131,2023-06-22 21:31:00,0,26,2023-06-22 21:31:00,2023,6,22,21,31
2026-06-29 16:10:19.285278,classify,discard,active_review_batch_003/unreviewed/10.0.11.2_202306222329.mp4_frame_00000.jpg,active_review_batch_003/discard/10.0.11.2_202306222329.mp4_frame_00000.jpg,10.0.11.2_202306222329.mp4_frame_00000.jpg,True,10.0.11.2,202306222329,2023-06-22 23:29:00,0,26,2023-06-22 23:29:00,2023,6,22,23,29
2026-06-29 16:10:20.333773,classify,discard,active_review_batch_003/unreviewed/10.0.11.2_202306222351.mp4_frame_00000.jpg,active_review_batch_003/discard/10.0.11.2_202306222351.mp4_frame_00000.jpg,10.0.11.2_202306222351.mp4_frame_00000.jpg,True,10.0.11.2,202306222351,2023-06-22 23:51:00,0,26,2023-06-22 23:51:00,2023,6,22,23,51
2026-06-29 16:10:21.382357,classify,discard,active_review_batch_003/unreviewed/10.0.11.2_202306301546.mp4_frame_00000.jpg,active_review_batch_003/discard/10.0.11.2_202306301546.mp4_frame_00000.jpg,10.0.11.2_202306301546.mp4_frame_00000.jpg,True,10.0.11.2,202306301546,2023-06-30 15:46:00,0,26,2023-06-30 15:46:00,2023,6,30,15,46
2026-06-29 16:10:23.097427,classify,discard,active_review_batch_003/unreviewed/10.0.11.2_202306301746.mp4_frame_00000.jpg,active_review_batch_003/discard/10.0.11.2_202306301746.mp4_frame_00000.jpg,10.0.11.2_202306301746.mp4_frame_00000.jpg,True,10.0.11.2,202306301746,2023-06-30 17:46:00,0,26,2023-06-30 17:46:00,2023,6,30,17,46
2026-06-29 16:10:28.729380,classify,particulate,active_review_batch_003/unreviewed/10.0.11.2_202307010646.mp4_frame_00082.jpg,active_review_batch_003/particulate/10.0.11.2_202307010646.mp4_frame_00082.jpg,10.0.11.2_202307010646.mp4_frame_00082.jpg,True,10.0.11.2,202307010646,2023-07-01 06:46:00,82,26,2023-07-01 06:46:03.153846,2023,7,1,6,46
2026-06-29 16:10:55.846304,classify,animal,active_review_batch_003/unreviewed/10.0.11.2_202307010746.mp4_frame_01333.jpg,active_review_batch_003/animal/10.0.11.2_202307010746.mp4_frame_01333.jpg,10.0.11.2_202307010746.mp4_frame_01333.jpg,True,10.0.11.2,202307010746,2023-07-01 07:46:00,1333,26,2023-07-01 07:46:51.269231,2023,7,1,7,46
2026-06-29 21:08:58.119857,classify,animal,active_review_batch_003/unreviewed/10.0.11.2_202307011446.mp4_frame_00865.jpg,active_review_batch_003/animal/10.0.11.2_202307011446.mp4_frame_00865.jpg,10.0.11.2_202307011446.mp4_frame_00865.jpg,True,10.0.11.2,202307011446,2023-07-01 14:46:00,865,26,2023-07-01 14:46:33.269231,2023,7,1,14,46
2026-06-29 21:08:59.552352,classify,particulate,active_review_batch_003/unreviewed/10.0.11.2_202307011646.mp4_frame_00356.jpg,active_review_batch_003/particulate/10.0.11.2_202307011646.mp4_frame_00356.jpg,10.0.11.2_202307011646.mp4_frame_00356.jpg,True,10.0.11.2,202307011646,2023-07-01 16:46:00,356,26,2023-07-01 16:46:13.692308,2023,7,1,16,46
2026-06-29 21:09:00.735151,classify,particulate,active_review_batch_003/unreviewed/10.0.11.2_202307011746.mp4_frame_00147.jpg,active_review_batch_003/particulate/10.0.11.2_202307011746.mp4_frame_00147.jpg,10.0.11.2_202307011746.mp4_frame_00147.jpg,True,10.0.11.2,202307011746,2023-07-01 17:46:00,147,26,2023-07-01 17:46:05.653846,2023,7,1,17,46
