manual_label,current_path,image_name,parse_ok,camera,video_datetime,video_start,frame_number,fps,frame_timestamp,year,month,day,hour,minute
animal,active_review_batch_004/animal/10.0.11.2_202307020948.mp4_frame_00015.jpg,10.0.11.2_202307020948.mp4_frame_00015.jpg,True,10.0.11.2,202307020948,2023-07-02 09:48:00,15,26,2023-07-02 09:48:00.576923,2023,7,2,9,48
animal,active_review_batch_004/animal/10.0.11.2_202307030946.mp4_frame_00413.jpg,10.0.11.2_202307030946.mp4_frame_00413.jpg,True,10.0.11.2,202307030946,2023-07-03 09:46:00,413,26,2023-07-03 09:46:15.884615,2023,7,3,9,46
animal,active_review_batch_004/animal/10.0.11.2_202307031146.mp4_frame_00792.jpg,10.0.11.2_202307031146.mp4_frame_00792.jpg,True,10.0.11.2,202307031146,2023-07-03 11:46:00,792,26,2023-07-03 11:46:30.461538,2023,7,3,11,46
animal,active_review_batch_004/animal/10.0.11.2_202307032048.mp4_frame_01231.jpg,10.0.11.2_202307032048.mp4_frame_01231.jpg,True,10.0.11.2,202307032048,2023-07-03 20:48:00,1231,26,2023-07-03 20:48:47.346154,2023,7,3,20,48
animal,active_review_batch_004/animal/10.0.11.2_202307041446.mp4_frame_00957.jpg,10.0.11.2_202307041446.mp4_frame_00957.jpg,True,10.0.11.2,202307041446,2023-07-04 14:46:00,957,26,2023-07-04 14:46:36.807692,2023,7,4,14,46
animal,active_review_batch_004/animal/10.0.11.2_202307041846.mp4_frame_00451.jpg,10.0.11.2_202307041846.mp4_frame_00451.jpg,True,10.0.11.2,202307041846,2023-07-04 18:46:00,451,26,2023-07-04 18:46:17.346154,2023,7,4,18,46
animal,active_review_batch_004/animal/10.0.11.2_202307071046.mp4_frame_01264.jpg,10.0.11.2_202307071046.mp4_frame_01264.jpg,True,10.0.11.2,202307071046,2023-07-07 10:46:00,1264,26,2023-07-07 10:46:48.615385,2023,7,7,10,46
animal,active_review_batch_004/animal/10.0.11.2_202307080846.mp4_frame_00330.jpg,10.0.11.2_202307080846.mp4_frame_00330.jpg,True,10.0.11.2,202307080846,2023-07-08 08:46:00,330,26,2023-07-08 08:46:12.692308,2023,7,8,8,46
animal,active_review_batch_004/animal/10.0.11.2_202307090946.mp4_frame_00750.jpg,10.0.11.2_202307090946.mp4_frame_00750.jpg,True,10.0.11.2,202307090946,2023-07-09 09:46:00,750,26,2023-07-09 09:46:28.846154,2023,7,9,9,46
animal,active_review_batch_004/animal/10.0.11.2_202307110946.mp4_frame_00054.jpg,10.0.11.2_202307110946.mp4_frame_00054.jpg,True,10.0.11.2,202307110946,2023-07-11 09:46:00,54,26,2023-07-11 09:46:02.076923,2023,7,11,9,46
