review_time,action,manual_label,source_path,destination_path,image_name,parse_ok,camera,video_datetime,video_start,frame_number,fps,frame_timestamp,year,month,day,hour,minute
2026-06-29 20:29:44.551178,classify,discard,active_review_batch_004/unreviewed/10.0.11.2_202306222351.mp4_frame_00000.jpg,active_review_batch_004/discard/10.0.11.2_202306222351.mp4_frame_00000.jpg,10.0.11.2_202306222351.mp4_frame_00000.jpg,True,10.0.11.2,202306222351,2023-06-22 23:51:00,0,26,2023-06-22 23:51:00,2023,6,22,23,51
2026-06-29 20:29:46.552773,classify,discard,active_review_batch_004/unreviewed/10.0.11.2_202306230027.mp4_frame_00060.jpg,active_review_batch_004/discard/10.0.11.2_202306230027.mp4_frame_00060.jpg,10.0.11.2_202306230027.mp4_frame_00060.jpg,True,10.0.11.2,202306230027,2023-06-23 00:27:00,60,26,2023-06-23 00:27:02.307692,2023,6,23,0,27
2026-06-29 20:29:47.216703,classify,discard,active_review_batch_004/unreviewed/10.0.11.2_202306301546.mp4_frame_00000.jpg,active_review_batch_004/discard/10.0.11.2_202306301546.mp4_frame_00000.jpg,10.0.11.2_202306301546.mp4_frame_00000.jpg,True,10.0.11.2,202306301546,2023-06-30 15:46:00,0,26,2023-06-30 15:46:00,2023,6,30,15,46
2026-06-29 20:29:47.863550,classify,discard,active_review_batch_004/unreviewed/10.0.11.2_202306301746.mp4_frame_00000.jpg,active_review_batch_004/discard/10.0.11.2_202306301746.mp4_frame_00000.jpg,10.0.11.2_202306301746.mp4_frame_00000.jpg,True,10.0.11.2,202306301746,2023-06-30 17:46:00,0,26,2023-06-30 17:46:00,2023,6,30,17,46
2026-06-29 20:30:17.677677,classify,particulate,active_review_batch_004/unreviewed/10.0.11.2_202307010246.mp4_frame_01269.jpg,active_review_batch_004/particulate/10.0.11.2_202307010246.mp4_frame_01269.jpg,10.0.11.2_202307010246.mp4_frame_01269.jpg,True,10.0.11.2,202307010246,2023-07-01 02:46:00,1269,26,2023-07-01 02:46:48.807692,2023,7,1,2,46
2026-06-29 20:30:18.654964,classify,particulate,active_review_batch_004/unreviewed/10.0.11.2_202307010448.mp4_frame_01210.jpg,active_review_batch_004/particulate/10.0.11.2_202307010448.mp4_frame_01210.jpg,10.0.11.2_202307010448.mp4_frame_01210.jpg,True,10.0.11.2,202307010448,2023-07-01 04:48:00,1210,26,2023-07-01 04:48:46.538462,2023,7,1,4,48
2026-06-29 20:30:25.852809,classify,animal,active_review_batch_004/unreviewed/10.0.11.2_202307010646.mp4_frame_00082.jpg,active_review_batch_004/animal/10.0.11.2_202307010646.mp4_frame_00082.jpg,10.0.11.2_202307010646.mp4_frame_00082.jpg,True,10.0.11.2,202307010646,2023-07-01 06:46:00,82,26,2023-07-01 06:46:03.153846,2023,7,1,6,46
2026-06-29 20:30:29.176686,classify,animal,active_review_batch_004/unreviewed/10.0.11.2_202307011246.mp4_frame_00824.jpg,active_review_batch_004/animal/10.0.11.2_202307011246.mp4_frame_00824.jpg,10.0.11.2_202307011246.mp4_frame_00824.jpg,True,10.0.11.2,202307011246,2023-07-01 12:46:00,824,26,2023-07-01 12:46:31.692308,2023,7,1,12,46
2026-06-29 20:30:32.291172,classify,animal,active_review_batch_004/unreviewed/10.0.11.2_202307011446.mp4_frame_00865.jpg,active_review_batch_004/animal/10.0.11.2_202307011446.mp4_frame_00865.jpg,10.0.11.2_202307011446.mp4_frame_00865.jpg,True,10.0.11.2,202307011446,2023-07-01 14:46:00,865,26,2023-07-01 14:46:33.269231,2023,7,1,14,46
2026-06-29 20:30:33.306378,classify,particulate,active_review_batch_004/unreviewed/10.0.11.2_202307011646.mp4_frame_00356.jpg,active_review_batch_004/particulate/10.0.11.2_202307011646.mp4_frame_00356.jpg,10.0.11.2_202307011646.mp4_frame_00356.jpg,True,10.0.11.2,202307011646,2023-07-01 16:46:00,356,26,2023-07-01 16:46:13.692308,2023,7,1,16,46
